market,ticker,name,name_en,kind,mult,exchange,type,category,price,chg_pct,volume,basis,source
US,ORLG,LEVERAGE SHARES ORLY DAILY 2X,LEVERAGE SHARES 2X LONG ORLY DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OSCG,LEVERAGE SHARES OSCR DAILY 2X,LEVERAGE SHARES 2X LONG OSCR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OSCX,DEFIANCE OSCR DAILY 2X,DEFIANCE DAILY TARGET 2X LONG OSCR ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OSSL,DEFIANCE OSS DAILY 2X,DEFIANCE DAILY TARGET 2X LONG OSS ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OUSL,DEFIANCE DAILY TARGET 2X LONG OUST ETF,DEFIANCE DAILY TARGET 2X LONG OUST ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PALU,팔로알토 네트웍스 데일리 2배 디렉시온 ET,DIREXION DAILY PANW BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PANG,팔로알토 네트웍스 2배 롱 레버리지 셰어즈,LEVERAGE SHARES 2X LONG PANW DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PATX,TRADR PATH DAILY 2X,TRADR 2X LONG PATH DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PBRG,LEVERAGE SHARES PBR DAILY 2X,LEVERAGE SHARES 2X LONG PBR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PDDL,GRANITESHARES PDD DAILY 2X,GRANITESHARES 2X LONG PDD DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PFFL,우선주 2배 이트랙스 ETN,UBS AG LONDON ETRACS 2XMNTLY PAY LVRG PR,레버리지,2,NYSE,ETN,,,,,종목명,usa10104+master
US,PILL,제약/의료 3배 디렉시온 ETF,DIREXION DAILY PHARMACEUTICAL & MEDICAL,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLTA,팔란티어 2배 프로셰어즈 ETF,PROSHARES ULTRA PLTR,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLTG,팔란티어 데일리 2배 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG PLTR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLTL,CORGI PLTR DAILY 2X,CORGI PLTR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLTU,데일리 팔란티어 2배 롱 디렉시온 ETF,DIREXION DAILY PLTR BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLU,DEFIANCE PL DAILY 2X,DEFIANCE DAILY TARGET 2X LONG PL ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLUL,LEVERAGE SHARES PLUG DAILY 2X,LEVERAGE SHARES 2X LONG PLUG DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PLYY,GRANITESHARES YIELDBOOST PLTR 2X,GRANITESHARES YIELDBOOST PLTR ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,POEL,DEFIANCE TARGET POET DAILY 2X,DEFIANCE DAILY TARGET 2X LONG POET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PONX,TRADR PONY DAILY 2X,TRADR 2X LONG PONY DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PTIR,팔란티어 데일리 2배 롱 그래닛셰어즈 ETF,GRANITESHARES 2X LONG PLTR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PUL,GRANITESHARES P DAILY 2X,GRANITESHARES 2X LONG P DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PUR,DEFIANCE PURR DAILY 2X,DEFIANCE DAILY TARGET 2X LONG PURR ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PYPG,페이팔 데일리 2배 롱 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG PYPL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,PYPU,DIREXION PYPL DAILY 2X,DIREXION DAILY PYPL BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QBTX,디 웨이브 퀀텀 데일리 2배 TRADR ETF,TRADR 2X LONG QBTS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QBY,GRANITESHARES YIELDBOOST QBTS 2X,GRANITESHARES YIELDBOOST QBTS ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,QCML,GRANITESHARES DAILY QCOM 2X,GRANITESHARES 2X LONG QCOM DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QCMU,DIREXION QCOM DAILY 2X,DIREXION DAILY QCOM BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QLD,QQQ 2배 프로셰어즈 ETF,PROSHARES TRUST PSHS ULTRA QQQ,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QNTU,TRADR QNT DAILY 2X,TRADR 2X LONG QNT DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QPUX,롱 퓨어 퀀텀 데일리 2배 디파이언스 ETF,DEFIANCE 2X DAILY LONG PURE QUANTUM ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QQQP,TRADR INNOVATION 100 QUARTERLY 2X,INVESTMENT MANAGERS SERIES TRUST II TRAD,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QQQU,데일리 집중 QS 레버리지 2배 주식 디렉시,DIREXION DAILY MAGNIFICENT 7 BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QQUP,PROSHARES ULTRA TOP QQQ,PROSHARES ULTRA QQQ MEGA,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QQXL,울트라 큐큐큐 톱 30 프로셰어즈 ETF,PROSHARES ULTRA QQQ TOP 30,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QSU,DEFIANCE QS DAILY 2X,DEFIANCE DAILY TARGET 2X LONG QS ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QUA,CORGI QBTS DAILY 2X,CORGI QBTS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QUBX,TRADR QUBT DAILY 2X,TRADR 2X LONG QUBT DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,QULL,MSCI 미국 가치주 팩터 레버리지 2배 이트,UBS AG LONDON ETRACS 2X LEV MSCI US QTY,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,RAM,ROUNDHILL T-REX DRAM DAILY 2X,ROUNDHILL T-REX 2X LONG DRAM DAILY TARGE,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RBLU,로블록스 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG RBLX DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RCAX,DEFIANCE RCAT DAILY 2X,DEFIANCE DAILY TARGET 2X LONG RCAT ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RDDC,CORGI RDDT 2X DAILY ETF,CORGI RDDT 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RDTL,레딧 데일리 2배 롱 그래닛셰어즈 ETF,GRANITESHARES 2X LONG RDDT DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RDWU,T-REX RDW DAILY 2X,T-REX 2X LONG RDW DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RETL,리테일 3배 레버리지 디렉시온 ETF,DIREXION DAILY RETAIL BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RGTC,CORGI RGTI 2X DAILY ETF,CORGI RGTI 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RGTU,리게티 컴퓨팅 2배 TRADR ETF,TRADR 2X LONG RGTI DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RGTX,리게티 컴퓨팅 데일리 타겟 2배 롱 디파이,DEFIANCE DAILY TARGET 2X LONG RGTI ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RGYY,GRANITESHARES YIELDBOOST RGTI 2X,GRANITESHARES YIELDBOOST RGTI ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,RIOX,라이엇 데일리 타겟 2배 롱 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG RIOT ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RIVC,CORGI RIVN 2X DAILY ETF,CORGI RIVN 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RKLX,로켓 랩 데일리 타겟 2배 롱 디파이언스 ET,DEFIANCE DAILY TARGET 2X LONG RKLB ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RKTL,DEFIANCE RKT DAILY 2X,DEFIANCE DAILY TARGET 2X LONG RKT ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RKX,CORGI RKLB DAILY 2X,CORGI RKLB 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RMBC,CORGI RMBS DAILY 2X,CORGI RMBS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RMBX,TRADR RMBS DAILY 2X,TRADR 2X LONG RMBS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ROBN,로빈후드 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG HOOD DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ROM,기술주 레버리지 2배 프로셰어즈 ETF,PROSHARES TRUST PSHS ULTRA TECH,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RTXG,RTX 데일리 2배 롱 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG RTX DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RTYY,GRANITESHARES YIELDBOOST RIOT 2X,GRANITESHARES YIELDBOOST RIOT ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,RVNL,리비안 데일리 2배 롱 그래닛셰어즈 ETF,GRANITESHARES 2X LONG RIVN DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,RXL,헬스케어 레버리지 2배 프로셰어즈 ETF,PROSHARES TRUST PSHS ULT HLTHCRE,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SAA,2배 소형주 600 프로셰어즈 ETF,PROSHARES TRUST PSHS ULT SCAP600,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SBTU,T-REX SBET DAILY 2X,T-REX 2X LONG SBET DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SBU,LEVERAGE SHARES SBUX DAILY 2X,LEVERAGE SHARES 2X LONG SBUX DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SCDL,미국 배당주 2배 레버리지 이트랙시 ETN,UBS AG LONDON UBS ETRACS 2X LEV US DIV F,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,SHNY,금 3배 레버리지 마이크로섹터 ETN,BANK OF MONTREAL MICROSECTORS GOLD 3X LE,레버리지,3,NYSE,ETN,레버리지 원자재,,,,카테고리,usa10104+master
US,SHPU,DIREXION SHOP DAILY 2X,DIREXION DAILY SHOP BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SIMX,CORGI SIMO DAILY 2X,CORGI SIMO 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SK,CORGI SK HYNIX 2X DAILY ETF,CORGI SK HYNIX 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SKHL,DIREXION DAILY SK HYNIX BULL 2X ETF,DIREXION DAILY SK HYNIX BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SKHX,LEVERAGE SHARES 2X LONG SK HYNIX DAILY,LEVERAGE SHARES 2X LONG SK HYNIX DAILY E,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SKUU,GRANITESHARES 2X LONG SK HYNIX DAILY ET,GRANITESHARES 2X LONG SK HYNIX DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SLON,울트라 솔라나 2배 프로셰어즈 ETF,PROSHARES ULTRA SOLANA ETF,레버리지,2,NYSE,ETF,,,,,종목명,usa10104+master
US,SMCC,CORGI SMCI DAILY 2X,CORGI SMCI 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMCL,그래닛셰어즈 슈퍼 마이크로 컴퓨터 2배 롱,GRANITESHARES ETF TRUST 2X LONG SMCI DAI,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMCX,슈퍼 마이크로 컴퓨터 2배 롱디파이언스 ET,DEFIANCE DAILY TARGET 2X LONG SMCI ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMHB,미국 소형주 2배 이트랙스 ETN,UBS AG LONDON ETRACS MNTLY PAY 2X LVGD S,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,SMRX,CORGI SMR DAILY 2X,CORGI SMR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMTG,LEVERAGE SHARES SMTC DAILY 2X,LEVERAGE SHARES 2X LONG SMTC DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMU,Tradr 뉴스케일파워 데일리 2배 ETF,TRADR 2X LONG SMR DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMUP,뉴스케일파워 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG SMR DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SMYY,GRANITESHARES YIELDBOOST SMCI 2X,GRANITESHARES YIELDBOOST SMCI ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,SNAG,LEVERAGE SHARES SNAP DAILY 2X,LEVERAGE SHARES 2X LONG SNAP DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SNDC,CORGI SNDK DAILY 2X,CORGI SNDK 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SNDG,LEVERAGE SHARES SNDK DAILY 2X,LEVERAGE SHARES 2X LONG SNDK DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SNDU,T-REX SNDK DAILY 2X,T-REX 2X LONG SNDK DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SNOU,스노우플레이크 데일리 2배 롱 T-REX ETF,T-REX 2X LONG SNOW DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SNXX,TRADR SNDK DAILY 2X,TRADR 2X LONG SNDK DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SOFA,DIREXION SOFI DAILY 2X,DIREXION DAILY SOFI BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SOFC,CORGI SOFI DAILY 2X,CORGI SOFI 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SOFX,소파이 테크놀로지스 데일리 타겟 2배 롱,DEFIANCE DAILY TARGET 2X LONG SOFI ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SOLT,솔라나 2배 ETF,VOLATILITY SHARES TRUST 2X SOLANA ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,SOUX,사운드하운드 AI 데일리 2배 디파이언스 ET,DEFIANCE DAILY TARGET 2X LONG SOUN ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SOXL,미국 반도체 3배 디렉시온 ETF,DIREXION DAILY SEMICONDUCTOR BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPAL,스페이스X 2배 그내릿셰어즈 ETF,GRANITESHARES 2X LONG SPACEX DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPAX,T-REX 스페이스X 데일리2배 ETF,T-REX 2X LONG SPCX DAILY TARGET ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPCF,스페이스X 2배 프로셰어즈 ETF,PROSHARES ULTRA SPACEX,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPCH,스페이스X 2배 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG SPCX DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPCL,DEFIANCE PURE SPACE STRATEGY DAILY 2X,DEFIANCE DAILY 2X SPACE ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPCM,스페이스X 2배 트레이더 ETF,TRADR 2X LONG SPACEX DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPCU,스페이스X 2배 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG SPCX ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPOG,LEVERAGE SHARES SPOT DAILY 2X,LEVERAGE SHARES 2X LONG SPOT DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPUU,S&P 500 레버리지 2배 디렉시온 ETF,DIREXION DAILY S&P 500 BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPXL,S&P 500 레버리지 3배 디렉시온 ETF,DIREXION DAILY S&P 500 BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPYQ,TRADR SPY QUARTERLY 2X,TRADR 2X LONG SPY QUARTERLY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SPYU,S&P 500 4배 레버리지 뱅크 오브 몬트리올,BANK OF MONTREAL S&P 500 INDEX 4X LEVERA,레버리지,4,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,SSO,S&P 500 2배 프로셰어스 ETF,PROSHARES TRUST PSHS ULT S&P 500,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,STLU,STELLAR 2X,2X STELLAR ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,STXL,DEFIANCE STX DAILY 2X,DEFIANCE DAILY TARGET 2X LONG STX ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,STXU,LEVERAGE SHARES STX DAILY 2X,LEVERAGE SHARES 2X LONG STX DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,STXX,TRADR STX DAILY 2X,TRADR 2X LONG STX DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,SUIL,SUI 2X,2X SUI ETF,레버리지,2,AMEX,ETF,,,,,종목명,usa10104+master
US,TAJX,CORGI INDIA DAILY 2X,CORGI INDIA 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TARK,2배 이노베이션 AXS ETF,INVESTMENT MANAGERS SERIES TRUST II TRAD,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TBXU,DIREXION BIOTECH TOP 5 DAILY 2X,DIREXION DAILY BIOTECH TOP 5 BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TDAX,TDAQ LIFT,TDAQ LIFT ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TDCL,GRANITESHARES 2X LONG TDC DAILY ETF,GRANITESHARES 2X LONG TDC DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TECL,빅테크 3배 디렉시온 ETF,DIREXION DAILY TECHNOLOGY BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TECY,GRANITESHARES YIELDBOOST TECHNOLOGY 3X,GRANITESHARES YIELDBOOST TECHNOLOGY ETF,레버리지,3,NASDAQ,ETF,,,,,종목명,usa10104+master
US,TELG,LEVERAGE SHARES TEL DAILY 2X,LEVERAGE SHARES 2X LONG TEL DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TEMC,CORGI TEM DAILY 2X,CORGI TEM 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TEMT,TRADR 템퍼스 AI 데일리 2배 ETF,TRADR 2X LONG TEM DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TERC,CORGI TER DAILY 2X,CORGI TER 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TERG,LEVERAGE SHARES TER DAILY 2X,LEVERAGE SHARES 2X LONG TER DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TESC,CORGI TSLA DAILY 2X,CORGI TSLA 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TEUP,T-REX TE DAILY 2X,T-REX 2X LONG TE DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TEXU,DIREXION ENERGY TOP 5 DAILY 2X,DIREXION DAILY ENERGY TOP 5 BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TMF,미국채 20년 레버리지 3배 디렉시온 ETF,DIREXION DAILY 20+ YEAR TREASURY BULL 3X,레버리지,3,NYSE,ETF,레버리지 채권,,,,카테고리,usa10104+master
US,TMYY,GRANITESHARES YIELDBOOST TSM 2X,GRANITESHARES YIELDBOOST TSM ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,TNA,소형주 레버리지 3배 디렉시온 ETF,DIREXION DAILY SMALL CAP BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TPLX,CORGI TPL DAILY 2X,CORGI TPL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TPOR,운송주 3배 디렉시온 ETF,DIREXION DAILY TRANSPORTATION BULL 3X ET,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TQQQ,QQQ 레버리지 3배 프로셰어즈 ETF,PROSHARES TRUST ULTRAPRO QQQ USD,레버리지,3,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TQQY,GRANITESHARES YIELDBOOST QQQ 3X,GRANITESHARES YIELDBOOST QQQ ETF,레버리지,3,NASDAQ,ETF,,,,,종목명,usa10104+master
US,TSEG,LEVERAGE SHARES TSEM DAILY 2X,LEVERAGE SHARES 2X LONG TSEM DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSEU,TRADR TSEM DAILY 2X,TRADR 2X LONG TSEM DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSII,REX TSLA GROWTH & INCOME,REX TSLA GROWTH & INCOME ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSL,테슬라 1.25배 레버리지 그래닛셰어즈 ETF,GRANITESHARES ETF TRUST 1.25X LONG TESLA,레버리지,1.25,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSLG,레버리지 셰어즈 테슬라 2배 롱 데일리 ETF,THEMES ETF TRUST LEVERAGE SHARES 2X LONG,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSLI,PROSHARES TSLA 2X,PROSHARES ULTRA TSLA,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSLL,테슬라 레버리지 2배 디렉시온 ETF,DIREXION DAILY TSLA BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSLR,테슬라 레버리지 2배 그래닛셰어즈 ETF,GRANITESHARES ETF TRUST 2X LONG TSLA DAI,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSLT,테슬라 데일리 타겟 2배 T-REX ETF,ETF OPPORTUNITIES TR T-REX 2X LONG TESLA,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSMG,TSMC(ADR) 데일리 2배 롱 레버리지 셰어즈,LEVERAGE SHARES 2X LONG TSM DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSMU,GRANITESHARES TSM DAILY 2X,GRANITESHARES 2X LONG TSM DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSMX,TSMC 2배 디렉시온 ETF,DIREXION DAILY TSM BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,TSXU,DIREXION SEMICONDUCTORS TOP 5 DAILY 2X,DIREXION DAILY SEMICONDUCTORS TOP 5 BULL,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
